C,Five-Minute Final Locational Marginal Prices
C,Filename: lmp_rt_final_4437_20201022_20201028.csv
C,Report generated 2021-01-23 03:02:24 EST
H,Location ID,Local Time,Energy Component,Congestion Component,Loss Component,LMP
D,4437,2020-10-26 02:55:00,21.65,0.02,-0.31,21.36
D,4437,2020-10-26 03:00:00,22.93,0.02,-0.31,22.64
D,4437,2020-10-26 03:05:00,23.66,0.02,-0.29,23.39
D,4437,2020-10-26 03:10:00,23.19,0.02,-0.31,22.9
D,4437,2020-10-26 03:15:00,23.19,0.02,-0.31,22.9
D,4437,2020-10-26 03:20:00,23.19,0.02,-0.31,22.9
D,4437,2020-10-26 03:25:00,22.97,0.02,-0.33,22.66
D,4437,2020-10-26 03:30:00,22.97,0.02,-0.33,22.66
D,4437,2020-10-26 03:35:00,22.97,0.02,-0.33,22.66
D,4437,2020-10-26 03:40:00,22.61,0.02,-0.34,22.29
D,4437,2020-10-26 03:45:00,22.61,0.02,-0.34,22.29
D,4437,2020-10-26 03:50:00,22.61,0.02,-0.34,22.29
D,4437,2020-10-26 03:55:00,23.16,0.02,-0.38,22.8
D,4437,2020-10-26 04:00:00,21.66,0.02,-0.35,21.33
D,4437,2020-10-26 04:05:00,21.66,0.02,-0.35,21.33
D,4437,2020-10-26 04:10:00,21.66,0.02,-0.35,21.33
D,4437,2020-10-26 04:15:00,21.66,0.02,-0.35,21.33
D,4437,2020-10-26 04:20:00,21.66,0.02,-0.35,21.33
D,4437,2020-10-26 04:25:00,21.72,0.02,-0.35,21.39
D,4437,2020-10-26 04:30:00,21.66,0.02,-0.37,21.31
D,4437,2020-10-26 04:35:00,23.0,0.02,-0.39,22.63
D,4437,2020-10-26 04:40:00,22.99,0.02,-0.39,22.62
D,4437,2020-10-26 04:45:00,23.71,0.03,-0.44,23.3
D,4437,2020-10-26 04:50:00,23.71,0.03,-0.44,23.3
D,4437,2020-10-26 04:55:00,23.72,0.02,-0.43,23.31
D,4437,2020-10-26 05:00:00,21.78,0.02,-0.41,21.39
D,4437,2020-10-26 05:05:00,21.78,0.02,-0.39,21.41
D,4437,2020-10-26 05:10:00,22.03,0.02,-0.39,21.66
D,4437,2020-10-26 05:15:00,21.91,0.02,-0.38,21.55
D,4437,2020-10-26 05:20:00,22.32,0.02,-0.43,21.91
D,4437,2020-10-26 05:25:00,22.32,0.02,-0.43,21.91
D,4437,2020-10-26 05:30:00,22.32,0.02,-0.43,21.91
D,4437,2020-10-26 05:35:00,23.71,0.03,-0.43,23.31
D,4437,2020-10-26 05:40:00,23.71,0.03,-0.43,23.31
D,4437,2020-10-26 05:45:00,23.71,0.03,-0.43,23.31
D,4437,2020-10-26 05:50:00,24.88,0.03,-0.42,24.49
D,4437,2020-10-26 05:55:00,22.04,0.02,-0.39,21.67
D,4437,2020-10-26 06:00:00,22.03,0.02,-0.38,21.67
D,4437,2020-10-26 06:05:00,22.03,0.02,-0.38,21.67
D,4437,2020-10-26 06:10:00,22.03,0.02,-0.38,21.67
D,4437,2020-10-26 06:15:00,22.03,0.02,-0.38,21.67
D,4437,2020-10-26 06:20:00,23.76,0.03,-0.44,23.35
D,4437,2020-10-26 06:25:00,23.76,0.03,-0.44,23.35
D,4437,2020-10-26 06:30:00,23.76,0.03,-0.44,23.35
D,4437,2020-10-26 06:35:00,23.96,0.03,-0.44,23.55
D,4437,2020-10-26 06:40:00,23.96,0.03,-0.44,23.55
D,4437,2020-10-26 06:45:00,24.89,0.03,-0.53,24.39
D,4437,2020-10-26 06:50:00,24.89,0.03,-0.53,24.39
D,4437,2020-10-26 06:55:00,24.89,0.03,-0.53,24.39
D,4437,2020-10-26 07:00:00,24.89,0.03,-0.53,24.39
D,4437,2020-10-26 07:05:00,22.85,0.03,-0.52,22.36
D,4437,2020-10-26 07:10:00,23.63,0.03,-0.5,23.16
D,4437,2020-10-26 07:15:00,22.84,0.03,-0.53,22.34
D,4437,2020-10-26 07:20:00,25.28,0.03,-0.56,24.75
D,4437,2020-10-26 07:25:00,25.28,0.03,-0.56,24.75
D,4437,2020-10-26 07:30:00,25.28,0.03,-0.56,24.75
D,4437,2020-10-26 07:35:00,25.96,0.03,-0.63,25.36
D,4437,2020-10-26 07:40:00,25.96,0.03,-0.63,25.36
D,4437,2020-10-26 07:45:00,25.4,0.03,-0.62,24.81
D,4437,2020-10-26 07:50:00,27.14,0.03,-0.71,26.46
D,4437,2020-10-26 07:55:00,27.14,0.03,-0.71,26.46
D,4437,2020-10-26 08:00:00,27.14,0.03,-0.71,26.46
D,4437,2020-10-26 08:05:00,31.69,0.04,-0.85,30.88
D,4437,2020-10-26 08:10:00,31.69,0.04,-0.85,30.88
D,4437,2020-10-26 08:15:00,31.69,0.04,-0.85,30.88
D,4437,2020-10-26 08:20:00,31.68,0.04,-0.82,30.9
D,4437,2020-10-26 08:25:00,31.68,0.04,-0.82,30.9
D,4437,2020-10-26 08:30:00,31.71,0.04,-0.81,30.94
D,4437,2020-10-26 08:35:00,31.71,0.04,-0.81,30.94
D,4437,2020-10-26 08:40:00,36.4,0.04,-0.94,35.5
D,4437,2020-10-26 08:45:00,42.14,0.05,-1.11,41.08
D,4437,2020-10-26 08:50:00,42.14,0.05,-1.11,41.08
D,4437,2020-10-26 08:55:00,42.14,0.05,-1.11,41.08
D,4437,2020-10-26 09:00:00,42.14,0.05,-1.11,41.08
D,4437,2020-10-26 09:05:00,42.22,0.05,-1.17,41.1
D,4437,2020-10-26 09:10:00,42.22,0.05,-1.17,41.1
D,4437,2020-10-26 09:15:00,42.22,0.05,-1.16,41.11
D,4437,2020-10-26 09:20:00,43.23,0.05,-1.21,42.07
D,4437,2020-10-26 09:25:00,43.23,0.05,-1.21,42.07
D,4437,2020-10-26 09:30:00,43.38,0.05,-1.23,42.2
D,4437,2020-10-26 09:35:00,43.38,0.05,-1.23,42.2
D,4437,2020-10-26 09:40:00,43.38,0.05,-1.23,42.2
D,4437,2020-10-26 09:45:00,43.38,0.05,-1.23,42.2
D,4437,2020-10-26 09:50:00,43.31,0.05,-1.19,42.17
D,4437,2020-10-26 09:55:00,43.31,0.05,-1.19,42.17
D,4437,2020-10-26 10:00:00,43.38,0.04,-1.33,42.09
D,4437,2020-10-26 10:05:00,43.38,0.04,-1.33,42.09
D,4437,2020-10-26 10:10:00,43.41,0.04,-1.31,42.14
D,4437,2020-10-26 10:15:00,43.41,0.04,-1.31,42.14
D,4437,2020-10-26 10:20:00,43.34,0.05,-1.36,42.03
D,4437,2020-10-26 10:25:00,43.34,0.05,-1.36,42.03
D,4437,2020-10-26 10:30:00,43.34,0.05,-1.36,42.03
D,4437,2020-10-26 10:35:00,48.44,0.05,-1.47,47.02
D,4437,2020-10-26 10:40:00,48.44,0.05,-1.48,47.01
D,4437,2020-10-26 10:45:00,48.49,0.05,-1.52,47.02
D,4437,2020-10-26 10:50:00,48.49,0.05,-1.52,47.02
D,4437,2020-10-26 10:55:00,48.49,0.05,-1.52,47.02
D,4437,2020-10-26 11:00:00,48.49,0.05,-1.52,47.02
D,4437,2020-10-26 11:05:00,50.83,0.06,-1.48,49.41
D,4437,2020-10-26 11:10:00,50.83,0.06,-1.48,49.41
D,4437,2020-10-26 11:15:00,50.83,0.06,-1.48,49.41
D,4437,2020-10-26 11:20:00,51.07,0.06,-1.61,49.52
D,4437,2020-10-26 11:25:00,51.07,0.06,-1.61,49.52
D,4437,2020-10-26 11:30:00,51.07,0.06,-1.61,49.52
D,4437,2020-10-26 11:35:00,51.06,0.05,-1.59,49.52
D,4437,2020-10-26 11:40:00,51.06,0.05,-1.59,49.52
D,4437,2020-10-26 11:45:00,51.06,0.05,-1.59,49.52
D,4437,2020-10-26 11:50:00,67.1,0.08,-2.15,65.03
D,4437,2020-10-26 11:55:00,67.1,0.08,-2.15,65.03
D,4437,2020-10-26 12:00:00,67.1,0.08,-2.15,65.03
D,4437,2020-10-26 12:05:00,67.1,0.08,-2.15,65.03
D,4437,2020-10-26 12:10:00,48.52,0.06,-1.46,47.12
D,4437,2020-10-26 12:15:00,48.46,0.05,-1.55,46.96
D,4437,2020-10-26 12:20:00,48.46,0.05,-1.55,46.96
D,4437,2020-10-26 12:25:00,48.46,0.05,-1.55,46.96
D,4437,2020-10-26 12:30:00,48.43,0.05,-1.5,46.98
D,4437,2020-10-26 12:35:00,48.43,0.05,-1.5,46.98
D,4437,2020-10-26 12:40:00,48.43,0.05,-1.5,46.98
D,4437,2020-10-26 12:45:00,48.43,0.05,-1.5,46.98
D,4437,2020-10-26 12:50:00,48.49,0.07,-1.58,46.98
D,4437,2020-10-26 12:55:00,48.49,0.07,-1.58,46.98
D,4437,2020-10-26 13:00:00,48.49,0.07,-1.58,46.98
D,4437,2020-10-26 13:05:00,51.43,0.14,-1.67,49.9
D,4437,2020-10-26 13:10:00,51.43,0.14,-1.67,49.9
D,4437,2020-10-26 13:15:00,51.43,0.14,-1.67,49.9
D,4437,2020-10-26 13:20:00,51.63,0.14,-1.84,49.93
D,4437,2020-10-26 13:25:00,51.63,0.14,-1.84,49.93
D,4437,2020-10-26 13:30:00,51.63,0.14,-1.84,49.93
D,4437,2020-10-26 13:35:00,51.8,0.13,-1.84,50.09
D,4437,2020-10-26 13:40:00,51.8,0.13,-1.84,50.09
D,4437,2020-10-26 13:45:00,51.8,0.13,-1.84,50.09
D,4437,2020-10-26 13:50:00,51.8,0.13,-1.84,50.09
D,4437,2020-10-26 13:55:00,51.44,0.14,-1.78,49.8
D,4437,2020-10-26 14:00:00,51.44,0.14,-1.78,49.8
D,4437,2020-10-26 14:05:00,48.42,0.13,-1.69,46.86
D,4437,2020-10-26 14:10:00,44.32,0.12,-1.52,42.92
D,4437,2020-10-26 14:15:00,44.32,0.12,-1.52,42.92
D,4437,2020-10-26 14:20:00,44.32,0.12,-1.52,42.92
D,4437,2020-10-26 14:25:00,44.27,0.12,-1.52,42.87
D,4437,2020-10-26 14:30:00,44.27,0.12,-1.52,42.87
D,4437,2020-10-26 14:35:00,44.3,0.12,-1.52,42.9
D,4437,2020-10-26 14:40:00,44.3,0.12,-1.52,42.9
D,4437,2020-10-26 14:45:00,44.3,0.12,-1.52,42.9
D,4437,2020-10-26 14:50:00,48.46,0.13,-1.55,47.04
D,4437,2020-10-26 14:55:00,48.46,0.13,-1.55,47.04
D,4437,2020-10-26 15:00:00,48.46,0.13,-1.55,47.04
D,4437,2020-10-26 15:05:00,48.46,0.13,-1.55,47.04
D,4437,2020-10-26 15:10:00,48.41,0.13,-1.57,46.97
D,4437,2020-10-26 15:15:00,48.41,0.13,-1.57,46.97
D,4437,2020-10-26 15:20:00,48.41,0.13,-1.57,46.97
D,4437,2020-10-26 15:25:00,48.49,0.13,-1.61,47.01
D,4437,2020-10-26 15:30:00,48.49,0.13,-1.61,47.01
D,4437,2020-10-26 15:35:00,48.51,0.13,-1.58,47.06
D,4437,2020-10-26 15:40:00,48.51,0.13,-1.58,47.06
D,4437,2020-10-26 15:45:00,48.51,0.13,-1.58,47.06
D,4437,2020-10-26 15:50:00,48.43,0.13,-1.6,46.96
D,4437,2020-10-26 15:55:00,48.43,0.13,-1.6,46.96
D,4437,2020-10-26 16:00:00,48.43,0.13,-1.6,46.96
D,4437,2020-10-26 16:05:00,48.5,0.13,-1.64,46.99
D,4437,2020-10-26 16:10:00,48.5,0.13,-1.64,46.99
D,4437,2020-10-26 16:15:00,48.5,0.13,-1.64,46.99
D,4437,2020-10-26 16:20:00,48.51,0.13,-1.61,47.03
D,4437,2020-10-26 16:25:00,48.54,0.13,-1.64,47.03
D,4437,2020-10-26 16:30:00,51.11,0.14,-1.72,49.53
D,4437,2020-10-26 16:35:00,51.11,0.14,-1.72,49.53
D,4437,2020-10-26 16:40:00,51.11,0.14,-1.72,49.53
D,4437,2020-10-26 16:45:00,51.11,0.14,-1.72,49.53
D,4437,2020-10-26 16:50:00,51.11,0.14,-1.72,49.53
D,4437,2020-10-26 16:55:00,66.98,0.18,-2.38,64.78
D,4437,2020-10-26 17:00:00,66.98,0.18,-2.38,64.78
D,4437,2020-10-26 17:05:00,51.55,0.07,-1.84,49.78
D,4437,2020-10-26 17:10:00,51.55,0.07,-1.84,49.78
D,4437,2020-10-26 17:15:00,51.44,0.07,-1.72,49.79
D,4437,2020-10-26 17:20:00,51.48,0.07,-1.66,49.89
D,4437,2020-10-26 17:25:00,51.48,0.07,-1.66,49.89
D,4437,2020-10-26 17:30:00,51.48,0.07,-1.66,49.89
D,4437,2020-10-26 17:35:00,51.58,0.06,-1.7,49.94
D,4437,2020-10-26 17:40:00,61.42,0.07,-2.1,59.39
D,4437,2020-10-26 17:45:00,61.42,0.07,-2.1,59.39
D,4437,2020-10-26 17:50:00,73.96,0.2,-2.47,71.69
D,4437,2020-10-26 17:55:00,73.96,0.2,-2.47,71.69
D,4437,2020-10-26 18:00:00,73.96,0.2,-2.47,71.69
D,4437,2020-10-26 18:05:00,74.24,0.2,-2.33,72.11
D,4437,2020-10-26 18:10:00,74.24,0.2,-2.33,72.11
D,4437,2020-10-26 18:15:00,74.24,0.2,-2.33,72.11
D,4437,2020-10-26 18:20:00,74.44,0.08,-2.1,72.42
D,4437,2020-10-26 18:25:00,74.44,0.08,-2.1,72.42
D,4437,2020-10-26 18:30:00,74.44,0.08,-2.1,72.42
D,4437,2020-10-26 18:35:00,74.44,0.08,-2.1,72.42
D,4437,2020-10-26 18:40:00,60.14,0.06,-1.64,58.56
D,4437,2020-10-26 18:45:00,60.14,0.06,-1.64,58.56
D,4437,2020-10-26 18:50:00,60.03,0.06,-1.6,58.49
D,4437,2020-10-26 18:55:00,60.03,0.06,-1.6,58.49
D,4437,2020-10-26 19:00:00,60.03,0.06,-1.6,58.49
D,4437,2020-10-26 19:05:00,60.03,0.06,-1.6,58.49
D,4437,2020-10-26 19:10:00,48.63,0.05,-1.21,47.47
D,4437,2020-10-26 19:15:00,48.63,0.05,-1.21,47.47
D,4437,2020-10-26 19:20:00,48.63,0.05,-1.29,47.39
D,4437,2020-10-26 19:25:00,48.63,0.05,-1.29,47.39
D,4437,2020-10-26 19:30:00,48.63,0.05,-1.29,47.39
D,4437,2020-10-26 19:35:00,41.87,0.04,-1.05,40.86
D,4437,2020-10-26 19:40:00,41.36,0.04,-1.02,40.38
D,4437,2020-10-26 19:45:00,41.36,0.04,-1.02,40.38
D,4437,2020-10-26 19:50:00,43.43,0.04,-1.13,42.34
D,4437,2020-10-26 19:55:00,43.43,0.04,-1.13,42.34
D,4437,2020-10-26 20:00:00,43.43,0.04,-1.13,42.34
D,4437,2020-10-26 20:05:00,43.43,0.04,-1.13,42.34
D,4437,2020-10-26 20:10:00,40.13,0.03,-0.89,39.27
D,4437,2020-10-26 20:15:00,40.13,0.03,-0.89,39.27
D,4437,2020-10-26 20:20:00,35.85,0.03,-0.7,35.18
D,4437,2020-10-26 20:25:00,35.85,0.03,-0.7,35.18
D,4437,2020-10-26 20:30:00,35.85,0.03,-0.7,35.18
D,4437,2020-10-26 20:35:00,35.57,0.03,-0.69,34.91
D,4437,2020-10-26 20:40:00,35.57,0.03,-0.69,34.91
D,4437,2020-10-26 20:45:00,34.56,0.03,-0.63,33.96
D,4437,2020-10-26 20:50:00,34.56,0.03,-0.63,33.96
D,4437,2020-10-26 20:55:00,34.56,0.03,-0.63,33.96
D,4437,2020-10-26 21:00:00,34.56,0.03,-0.63,33.96
D,4437,2020-10-26 21:05:00,35.61,0.0,-0.65,34.96
D,4437,2020-10-26 21:10:00,26.41,0.0,-0.47,25.94
D,4437,2020-10-26 21:15:00,26.41,0.0,-0.47,25.94
D,4437,2020-10-26 21:20:00,26.41,0.0,-0.47,25.94
D,4437,2020-10-26 21:25:00,35.56,0.0,-0.72,34.84
D,4437,2020-10-26 21:30:00,35.56,0.0,-0.72,34.84
D,4437,2020-10-26 21:35:00,35.67,0.0,-0.7,34.97
D,4437,2020-10-26 21:40:00,35.67,0.0,-0.7,34.97
D,4437,2020-10-26 21:45:00,35.67,0.0,-0.7,34.97
D,4437,2020-10-26 21:50:00,35.67,0.0,-0.7,34.97
D,4437,2020-10-26 21:55:00,22.91,0.0,-0.45,22.46
D,4437,2020-10-26 22:00:00,26.45,0.02,-0.57,25.9
D,4437,2020-10-26 22:05:00,31.73,0.02,-0.7,31.05
D,4437,2020-10-26 22:10:00,31.73,0.02,-0.7,31.05
D,4437,2020-10-26 22:15:00,31.73,0.02,-0.7,31.05
D,4437,2020-10-26 22:20:00,21.07,0.01,-0.26,20.82
D,4437,2020-10-26 22:25:00,21.07,0.01,-0.26,20.82
D,4437,2020-10-26 22:30:00,21.9,0.01,-0.37,21.54
D,4437,2020-10-26 22:35:00,22.33,0.01,-0.44,21.9
D,4437,2020-10-26 22:40:00,22.33,0.01,-0.44,21.9
D,4437,2020-10-26 22:45:00,22.33,0.01,-0.44,21.9
D,4437,2020-10-26 22:50:00,21.05,0.01,-0.38,20.68
D,4437,2020-10-26 22:55:00,21.05,0.01,-0.38,20.68
D,4437,2020-10-26 23:00:00,21.05,0.01,-0.38,20.68
D,4437,2020-10-26 23:05:00,21.05,0.01,-0.38,20.68
D,4437,2020-10-26 23:10:00,21.05,0.01,-0.38,20.68
D,4437,2020-10-26 23:15:00,21.27,0.01,-0.25,21.03
D,4437,2020-10-26 23:20:00,23.68,0.01,-0.29,23.4
D,4437,2020-10-26 23:25:00,26.53,0.02,-0.29,26.26
D,4437,2020-10-26 23:30:00,23.49,0.01,-0.3,23.2
D,4437,2020-10-26 23:35:00,23.49,0.01,-0.3,23.2
D,4437,2020-10-26 23:40:00,23.49,0.01,-0.3,23.2
D,4437,2020-10-26 23:45:00,23.49,0.01,-0.3,23.2
D,4437,2020-10-26 23:50:00,20.29,0.01,-0.25,20.05
D,4437,2020-10-26 23:55:00,20.29,0.01,-0.25,20.05
D,4437,2020-10-27 00:00:00,20.29,0.01,-0.25,20.05
D,4437,2020-10-27 00:05:00,22.85,0.02,-0.36,22.51
D,4437,2020-10-27 00:10:00,22.85,0.02,-0.36,22.51
D,4437,2020-10-27 00:15:00,22.89,0.02,-0.32,22.59
D,4437,2020-10-27 00:20:00,22.73,0.02,-0.4,22.35
D,4437,2020-10-27 00:25:00,22.73,0.02,-0.4,22.35
D,4437,2020-10-27 00:30:00,22.07,0.02,-0.35,21.74
D,4437,2020-10-27 00:35:00,22.07,0.0,-0.32,21.75
D,4437,2020-10-27 00:40:00,22.07,0.0,-0.32,21.75
D,4437,2020-10-27 00:45:00,22.07,0.0,-0.32,21.75
D,4437,2020-10-27 00:50:00,21.44,0.0,-0.36,21.08
D,4437,2020-10-27 00:55:00,21.44,0.0,-0.36,21.08
D,4437,2020-10-27 01:00:00,21.44,0.0,-0.36,21.08
D,4437,2020-10-27 01:05:00,22.76,0.0,-0.33,22.43
D,4437,2020-10-27 01:10:00,22.76,0.0,-0.33,22.43
D,4437,2020-10-27 01:15:00,22.76,0.0,-0.33,22.43
D,4437,2020-10-27 01:20:00,22.14,0.0,-0.3,21.84
D,4437,2020-10-27 01:25:00,22.14,0.0,-0.3,21.84
D,4437,2020-10-27 01:30:00,22.14,0.0,-0.3,21.84
D,4437,2020-10-27 01:35:00,22.14,0.0,-0.3,21.84
D,4437,2020-10-27 01:40:00,25.03,0.01,-0.27,24.77
D,4437,2020-10-27 01:45:00,21.38,0.02,-0.27,21.13
D,4437,2020-10-27 01:50:00,20.27,0.0,-0.24,20.03
D,4437,2020-10-27 01:55:00,20.27,0.0,-0.24,20.03
D,4437,2020-10-27 02:00:00,20.27,0.0,-0.24,20.03
D,4437,2020-10-27 02:05:00,22.06,0.02,-0.35,21.73
D,4437,2020-10-27 02:10:00,22.06,0.02,-0.35,21.73
D,4437,2020-10-27 02:15:00,22.06,0.02,-0.35,21.73
D,4437,2020-10-27 02:20:00,20.9,0.02,-0.23,20.69
D,4437,2020-10-27 02:25:00,20.9,0.02,-0.23,20.69
D,4437,2020-10-27 02:30:00,20.9,0.02,-0.23,20.69
D,4437,2020-10-27 02:35:00,21.43,0.02,-0.26,21.19
D,4437,2020-10-27 02:40:00,21.43,0.02,-0.26,21.19
D,4437,2020-10-27 02:45:00,21.43,0.02,-0.26,21.19
D,4437,2020-10-27 02:50:00,21.27,0.02,-0.23,21.06
D,4437,2020-10-27 02:55:00,21.27,0.02,-0.23,21.06
D,4437,2020-10-27 03:00:00,21.27,0.02,-0.23,21.06
D,4437,2020-10-27 03:05:00,21.28,0.0,-0.21,21.07
D,4437,2020-10-27 03:10:00,21.28,0.0,-0.21,21.07
D,4437,2020-10-27 03:15:00,21.28,0.0,-0.21,21.07
D,4437,2020-10-27 03:20:00,21.78,0.0,-0.28,21.5
D,4437,2020-10-27 03:25:00,21.78,0.0,-0.28,21.5
D,4437,2020-10-27 03:30:00,21.78,0.0,-0.28,21.5
D,4437,2020-10-27 03:35:00,22.1,0.0,-0.25,21.85
D,4437,2020-10-27 03:40:00,22.1,0.0,-0.25,21.85
D,4437,2020-10-27 03:45:00,22.1,0.0,-0.25,21.85
D,4437,2020-10-27 03:50:00,22.1,0.0,-0.25,21.85
D,4437,2020-10-27 03:55:00,22.18,0.0,-0.27,21.91
D,4437,2020-10-27 04:00:00,22.18,0.0,-0.27,21.91
D,4437,2020-10-27 04:05:00,22.12,0.0,-0.27,21.85
D,4437,2020-10-27 04:10:00,22.12,0.0,-0.27,21.85
D,4437,2020-10-27 04:15:00,22.12,0.0,-0.27,21.85
D,4437,2020-10-27 04:20:00,22.61,0.0,-0.3,22.31
D,4437,2020-10-27 04:25:00,22.45,0.0,-0.3,22.15
D,4437,2020-10-27 04:30:00,22.45,0.0,-0.3,22.15
D,4437,2020-10-27 04:35:00,22.85,0.0,-0.32,22.53
D,4437,2020-10-27 04:40:00,22.85,0.0,-0.32,22.53
D,4437,2020-10-27 04:45:00,23.07,0.0,-0.36,22.71
D,4437,2020-10-27 04:50:00,23.07,0.0,-0.36,22.71
D,4437,2020-10-27 04:55:00,23.07,0.0,-0.36,22.71
D,4437,2020-10-27 05:00:00,23.07,0.0,-0.36,22.71
D,4437,2020-10-27 05:05:00,23.07,0.0,-0.36,22.71
D,4437,2020-10-27 05:10:00,22.38,0.0,-0.36,22.02
D,4437,2020-10-27 05:15:00,22.38,0.0,-0.36,22.02
D,4437,2020-10-27 05:20:00,22.76,0.0,-0.41,22.35
D,4437,2020-10-27 05:25:00,22.76,0.0,-0.41,22.35
D,4437,2020-10-27 05:30:00,22.76,0.0,-0.41,22.35
D,4437,2020-10-27 05:35:00,22.88,0.0,-0.38,22.5
D,4437,2020-10-27 05:40:00,22.88,0.0,-0.38,22.5
D,4437,2020-10-27 05:45:00,22.88,0.0,-0.38,22.5
D,4437,2020-10-27 05:50:00,24.11,0.0,-0.5,23.61
D,4437,2020-10-27 05:55:00,27.89,0.0,-0.51,27.38
D,4437,2020-10-27 06:00:00,27.89,0.0,-0.51,27.38
D,4437,2020-10-27 06:05:00,27.39,0.0,-0.45,26.94
D,4437,2020-10-27 06:10:00,27.39,0.0,-0.45,26.94
D,4437,2020-10-27 06:15:00,30.93,0.0,-0.51,30.42
D,4437,2020-10-27 06:20:00,47.65,0.0,-0.91,46.74
D,4437,2020-10-27 06:25:00,45.04,0.0,-0.78,44.26
D,4437,2020-10-27 06:30:00,45.04,0.0,-0.78,44.26
D,4437,2020-10-27 06:35:00,45.12,0.0,-0.6,44.52
D,4437,2020-10-27 06:40:00,46.13,0.0,-0.78,45.35
D,4437,2020-10-27 06:45:00,46.75,0.0,-0.84,45.91
D,4437,2020-10-27 06:50:00,50.29,0.0,-0.81,49.48
D,4437,2020-10-27 06:55:00,50.29,0.0,-0.81,49.48
D,4437,2020-10-27 07:00:00,50.29,0.0,-0.81,49.48
D,4437,2020-10-27 07:05:00,47.9,0.0,-0.65,47.25
D,4437,2020-10-27 07:10:00,47.9,0.0,-0.65,47.25
D,4437,2020-10-27 07:15:00,47.9,0.0,-0.65,47.25
D,4437,2020-10-27 07:20:00,33.32,0.0,-0.55,32.77
D,4437,2020-10-27 07:25:00,33.32,0.0,-0.55,32.77
D,4437,2020-10-27 07:30:00,29.34,0.0,-0.57,28.77
D,4437,2020-10-27 07:35:00,29.34,0.0,-0.57,28.77
D,4437,2020-10-27 07:40:00,38.99,0.0,-0.79,38.2
D,4437,2020-10-27 07:45:00,40.56,0.0,-0.89,39.67
D,4437,2020-10-27 07:50:00,40.56,0.0,-0.89,39.67
D,4437,2020-10-27 07:55:00,40.56,0.0,-0.89,39.67
D,4437,2020-10-27 08:00:00,46.42,0.0,-1.02,45.4
D,4437,2020-10-27 08:05:00,46.42,0.0,-1.02,45.4
D,4437,2020-10-27 08:10:00,46.42,0.0,-1.02,45.4
D,4437,2020-10-27 08:15:00,46.42,0.0,-1.02,45.4
D,4437,2020-10-27 08:20:00,50.52,0.0,-1.15,49.37
D,4437,2020-10-27 08:25:00,50.52,0.0,-1.15,49.37
D,4437,2020-10-27 08:30:00,50.52,0.0,-1.12,49.4
D,4437,2020-10-27 08:35:00,50.53,0.0,-1.16,49.37
D,4437,2020-10-27 08:40:00,50.53,0.0,-1.16,49.37
D,4437,2020-10-27 08:45:00,50.53,0.0,-1.16,49.37
D,4437,2020-10-27 08:50:00,51.5,0.0,-1.16,50.34
D,4437,2020-10-27 08:55:00,51.5,0.0,-1.16,50.34
D,4437,2020-10-27 09:00:00,51.5,0.0,-1.16,50.34
D,4437,2020-10-27 09:05:00,51.54,0.0,-1.17,50.37
D,4437,2020-10-27 09:10:00,51.54,0.0,-1.17,50.37
D,4437,2020-10-27 09:15:00,51.54,0.0,-1.17,50.37
D,4437,2020-10-27 09:20:00,53.12,0.0,-1.14,51.98
D,4437,2020-10-27 09:25:00,53.12,0.0,-1.14,51.98
D,4437,2020-10-27 09:30:00,53.12,0.0,-1.14,51.98
D,4437,2020-10-27 09:35:00,53.58,0.0,-1.24,52.34
D,4437,2020-10-27 09:40:00,53.58,0.0,-1.24,52.34
D,4437,2020-10-27 09:45:00,53.58,0.0,-1.24,52.34
D,4437,2020-10-27 09:50:00,50.35,0.0,-1.04,49.31
D,4437,2020-10-27 09:55:00,50.35,0.0,-1.04,49.31
D,4437,2020-10-27 10:00:00,50.35,0.0,-1.04,49.31
D,4437,2020-10-27 10:05:00,50.4,0.0,-1.01,49.39
D,4437,2020-10-27 10:10:00,50.4,0.0,-1.01,49.39
D,4437,2020-10-27 10:15:00,50.4,0.0,-1.01,49.39
D,4437,2020-10-27 10:20:00,46.29,0.0,-0.84,45.45
D,4437,2020-10-27 10:25:00,46.29,0.0,-0.84,45.45
D,4437,2020-10-27 10:30:00,46.29,0.0,-0.84,45.45
D,4437,2020-10-27 10:35:00,46.28,0.0,-0.84,45.44
D,4437,2020-10-27 10:40:00,45.28,0.0,-0.83,44.45
D,4437,2020-10-27 10:45:00,45.28,0.0,-0.83,44.45
D,4437,2020-10-27 10:50:00,37.37,0.0,-0.68,36.69
D,4437,2020-10-27 10:55:00,37.24,0.0,-0.61,36.63
D,4437,2020-10-27 11:00:00,37.24,0.0,-0.61,36.63
D,4437,2020-10-27 11:05:00,32.59,0.0,-0.57,32.02
D,4437,2020-10-27 11:10:00,29.62,0.0,-0.54,29.08
D,4437,2020-10-27 11:15:00,29.62,0.0,-0.54,29.08
D,4437,2020-10-27 11:20:00,30.11,0.0,-0.57,29.54
D,4437,2020-10-27 11:25:00,30.11,0.0,-0.57,29.54
D,4437,2020-10-27 11:30:00,30.06,0.0,-0.54,29.52
D,4437,2020-10-27 11:35:00,30.06,0.0,-0.54,29.52
D,4437,2020-10-27 11:40:00,28.37,0.0,-0.5,27.87
D,4437,2020-10-27 11:45:00,28.37,0.0,-0.5,27.87
D,4437,2020-10-27 11:50:00,28.22,0.0,-0.53,27.69
